=== GENERIC MODEL-DIFF AUDIT — 17778 docs constructed against their real model ===

DROPPED PATH (stored but NOT in schema)                         DOCS  SAMPLE VALUE
specialization . collection.talent4.attributes.Knowledge: Core Worlds.mod     8  "Knowledge: Core Worlds"
specialization . collection.talent4.attributes.Knowledge: Core Worlds.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Core Worlds.value     8  1
specialization . collection.talent4.attributes.Knowledge: Education.mod     8  "Knowledge: Education"
specialization . collection.talent4.attributes.Knowledge: Education.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Education.value     8  1
specialization . collection.talent4.attributes.Knowledge: Lore.mod     8  "Knowledge: Lore"
specialization . collection.talent4.attributes.Knowledge: Lore.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Lore.value     8  1
specialization . collection.talent4.attributes.Knowledge: Outer Rim.mod     8  "Knowledge: Outer Rim"
specialization . collection.talent4.attributes.Knowledge: Outer Rim.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Outer Rim.value     8  1
specialization . collection.talent4.attributes.Knowledge: Underworld.mod     8  "Knowledge: Underworld"
specialization . collection.talent4.attributes.Knowledge: Underworld.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Underworld.value     8  1
specialization . collection.talent4.attributes.Knowledge: Warfare.mod     8  "Knowledge: Warfare"
specialization . collection.talent4.attributes.Knowledge: Warfare.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Warfare.value     8  1
specialization . collection.talent4.attributes.Knowledge: Xenology.mod     8  "Knowledge: Xenology"
specialization . collection.talent4.attributes.Knowledge: Xenology.modtype     8  "Skill Remove Setback"
specialization . collection.talent4.attributes.Knowledge: Xenology.value     8  1
specialization . collection.talent9.attributes.Deception.mod       8  "Deception"
specialization . collection.talent9.attributes.Deception.modtype     8  "Skill Remove Setback"
specialization . collection.talent9.attributes.Deception.value     8  1
specialization . collection.talent7.attributes.Coercion.mod        8  "Coercion"
specialization . collection.talent7.attributes.Coercion.modtype     8  "Skill Remove Setback"
specialization . collection.talent7.attributes.Coercion.value      8  1
specialization . collection.talent7.attributes.Deception.mod       8  "Deception"
specialization . collection.talent7.attributes.Deception.modtype     8  "Skill Remove Setback"
specialization . collection.talent7.attributes.Deception.value     8  1
specialization . collection.talent1.attributes.Cool.mod            8  "Cool"
specialization . collection.talent1.attributes.Cool.modtype        8  "Skill Remove Setback"
specialization . collection.talent1.attributes.Cool.value          8  1
specialization . collection.talent1.attributes.Charm.mod           8  "Charm"
specialization . collection.talent1.attributes.Charm.modtype       8  "Skill Remove Setback"
specialization . collection.talent1.attributes.Charm.value         8  1
specialization . collection.talent2.attributes.Athletics.mod       8  "Athletics"
specialization . collection.talent2.attributes.Athletics.modtype     8  "Skill Boost"
specialization . collection.talent2.attributes.Athletics.value     8  1
forcepower . collection.upgrade1.links-top-2                       8  false
specialization . collection.talent9.attributes.attr<id>.modtype     8  "Career Skill"
specialization . collection.talent9.attributes.attr<id>.value      8  true
specialization . collection.talent9.attributes.attr<id>.mod        8  "Astrogation"
specialization . collection.talent2.attributes.attr<id>.modtype     8  "Stat"
specialization . collection.talent2.attributes.attr<id>.mod        8  "Strain"
specialization . collection.talent2.attributes.attr<id>.value      8  1
specialization . collection.talent12.attributes.attr<id>.value     8  1
specialization . collection.talent12.attributes.attr<id>.modtype     8  "Stat"
specialization . collection.talent12.attributes.attr<id>.mod       8  "Defence-Ranged"
career . renderedDesc                                              8  {}
specialization . collection.talent0.flags.ffg-star-wars-enhancements.associatedSkill     8  ["Survival"]
specialization . collection.talent4.attributes.Deception.mod       7  "Deception"
specialization . collection.talent4.attributes.Deception.modtype     7  "Skill Remove Setback"
specialization . collection.talent4.attributes.Deception.value     7  1
specialization . collection.talent4.attributes.Skulduggery.mod     7  "Skulduggery"
specialization . collection.talent4.attributes.Skulduggery.modtype     7  "Skill Remove Setback"
specialization . collection.talent4.attributes.Skulduggery.value     7  1
forcepower . renderedDesc                                          7  {}
specialization . collection.talent1.attributes.Resilience.mod      6  "Resilience"
specialization . collection.talent1.attributes.Resilience.modtype     6  "Skill Boost"
specialization . collection.talent1.attributes.Resilience.value     6  1
specialization . collection.talent1.attributes.Coercion.mod        6  "Coercion"
specialization . collection.talent1.attributes.Coercion.modtype     6  "Skill Remove Setback"
specialization . collection.talent1.attributes.Coercion.value      6  1
specialization . collection.talent3.attributes.Streetwise.mod      6  "Streetwise"
specialization . collection.talent3.attributes.Streetwise.modtype     6  "Skill Remove Setback"
specialization . collection.talent3.attributes.Streetwise.value     6  1
specialization . collection.talent3.attributes.Knowledge:_Underworld.mod     6  "Knowledge: Underworld"
specialization . collection.talent3.attributes.Knowledge:_Underworld.modtype     6  "Skill Remove Setback"
specialization . collection.talent3.attributes.Knowledge:_Underworld.value     6  1
specialization . collection.talent9.attributes.Coercion.mod        6  "Coercion"
specialization . collection.talent9.attributes.Coercion.modtype     6  "Skill Remove Setback"
specialization . collection.talent9.attributes.Coercion.value      6  1
specialization . collection.talent4.attributes.Vigilance.mod       6  "Vigilance"
specialization . collection.talent4.attributes.Vigilance.modtype     6  "Skill Boost"
specialization . collection.talent4.attributes.Vigilance.value     6  1
specialization . collection.talent8.attributes.Stealth.mod         6  "Stealth"
specialization . collection.talent8.attributes.Stealth.modtype     6  "Skill Boost"
specialization . collection.talent8.attributes.Stealth.value       6  1
specialization . collection.talent3.attributes.attr<id>.modtype     6  "Career Skill"
specialization . collection.talent3.attributes.attr<id>.value      6  true
specialization . collection.talent3.attributes.attr<id>.mod        6  "Astrogation"
specialization . collection.talent13.attributes.Leadership.mod     6  "Leadership"
specialization . collection.talent13.attributes.Leadership.modtype     6  "Skill Remove Setback"
specialization . collection.talent13.attributes.Leadership.value     6  1
specialization . collection.talent9.attributes.Vigilance.mod       6  "Vigilance"
specialization . collection.talent9.attributes.Vigilance.modtype     6  "Skill Remove Setback"
specialization . collection.talent9.attributes.Vigilance.value     6  1
specialization . collection.talent11.attributes.Vigilance.mod      6  "Vigilance"
specialization . collection.talent11.attributes.Vigilance.modtype     6  "Skill Boost"
specialization . collection.talent11.attributes.Vigilance.value     6  1
specialization . collection.talent15.attributes.Charm.mod          6  "Charm"
specialization . collection.talent15.attributes.Charm.modtype      6  "Force Boost"
specialization . collection.talent15.attributes.Charm.value        6  true
specialization . collection.talent15.attributes.Coercion.mod       6  "Coercion"
specialization . collection.talent15.attributes.Coercion.modtype     6  "Force Boost"
specialization . collection.talent15.attributes.Coercion.value     6  true
specialization . collection.talent15.attributes.Deception.mod      6  "Deception"
specialization . collection.talent15.attributes.Deception.modtype     6  "Force Boost"
specialization . collection.talent15.attributes.Deception.value     6  true
specialization . collection.talent9.attributes.Coordination.mod     6  "Coordination"
specialization . collection.talent9.attributes.Coordination.modtype     6  "Skill Boost"
specialization . collection.talent9.attributes.Coordination.value     6  1
specialization . collection.talent0.attributes.Resilience.mod      6  "Resilience"
specialization . collection.talent0.attributes.Resilience.modtype     6  "Skill Boost"
specialization . collection.talent0.attributes.Resilience.value     6  1
specialization . collection.talent2.attributes.Streetwise.mod      6  "Streetwise"
specialization . collection.talent2.attributes.Streetwise.modtype     6  "Skill Remove Setback"
specialization . collection.talent2.attributes.Streetwise.value     6  1
specialization . collection.talent2.attributes.Knowledge:_Underworld.mod     6  "Knowledge: Underworld"
specialization . collection.talent2.attributes.Knowledge:_Underworld.modtype     6  "Skill Remove Setback"
specialization . collection.talent2.attributes.Knowledge:_Underworld.value     6  1
specialization . collection.talent8.attributes.Leadership.mod      6  "Leadership"
specialization . collection.talent8.attributes.Leadership.modtype     6  "Skill Boost"
specialization . collection.talent8.attributes.Leadership.value     6  1
specialization . collection.talent5.attributes.Perception.mod      6  "Perception"
specialization . collection.talent5.attributes.Perception.modtype     6  "Skill Remove Setback"
specialization . collection.talent5.attributes.Perception.value     6  1
specialization . collection.talent5.attributes.Vigilance.mod       6  "Vigilance"
specialization . collection.talent5.attributes.Vigilance.modtype     6  "Skill Remove Setback"
specialization . collection.talent5.attributes.Vigilance.value     6  1
specialization . collection.talent6.attributes.Vigilance.mod       6  "Vigilance"
specialization . collection.talent6.attributes.Vigilance.modtype     6  "Skill Boost"
specialization . collection.talent6.attributes.Vigilance.value     6  1
specialization . collection.talent9.attributes.Cool.mod            6  "Cool"
specialization . collection.talent9.attributes.Cool.modtype        6  "Skill Remove Setback"
specialization . collection.talent9.attributes.Cool.value          6  1
specialization . collection.talent5.attributes.Charm.mod           6  "Charm"
specialization . collection.talent5.attributes.Charm.modtype       6  "Force Boost"
specialization . collection.talent5.attributes.Charm.value         6  true
specialization . collection.talent0.attributes.Knowledge: Core Worlds.mod     6  "Knowledge: Core Worlds"
specialization . collection.talent0.attributes.Knowledge: Core Worlds.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Core Worlds.value     6  1
specialization . collection.talent0.attributes.Knowledge: Education.mod     6  "Knowledge: Education"
specialization . collection.talent0.attributes.Knowledge: Education.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Education.value     6  1
specialization . collection.talent0.attributes.Knowledge: Lore.mod     6  "Knowledge: Lore"
specialization . collection.talent0.attributes.Knowledge: Lore.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Lore.value     6  1
specialization . collection.talent0.attributes.Knowledge: Outer Rim.mod     6  "Knowledge: Outer Rim"
specialization . collection.talent0.attributes.Knowledge: Outer Rim.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Outer Rim.value     6  1
specialization . collection.talent0.attributes.Knowledge: Underworld.mod     6  "Knowledge: Underworld"
specialization . collection.talent0.attributes.Knowledge: Underworld.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Underworld.value     6  1
specialization . collection.talent0.attributes.Knowledge: Warfare.mod     6  "Knowledge: Warfare"
specialization . collection.talent0.attributes.Knowledge: Warfare.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Warfare.value     6  1
specialization . collection.talent0.attributes.Knowledge: Xenology.mod     6  "Knowledge: Xenology"
specialization . collection.talent0.attributes.Knowledge: Xenology.modtype     6  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge: Xenology.value     6  1
specialization . collection.talent6.attributes.attr<id>.modtype     6  "Career Skill"
specialization . collection.talent6.attributes.attr<id>.value      6  true
specialization . collection.talent6.attributes.attr<id>.mod        6  "Astrogation"
specialization . collection.talent0.attributes.Leadership.mod      6  "Leadership"
specialization . collection.talent0.attributes.Leadership.modtype     6  "Skill Boost"
specialization . collection.talent0.attributes.Leadership.value     6  1
specialization . collection.talent1.attributes.Streetwise.mod      6  "Streetwise"
specialization . collection.talent1.attributes.Streetwise.modtype     6  "Skill Remove Setback"
specialization . collection.talent1.attributes.Streetwise.value     6  1
specialization . collection.talent8.attributes.Coordination.mod     6  "Coordination"
specialization . collection.talent8.attributes.Coordination.modtype     6  "Skill Boost"
specialization . collection.talent8.attributes.Coordination.value     6  1
specialization . collection.talent1.attributes.Perception.mod      6  "Perception"
specialization . collection.talent1.attributes.Perception.modtype     6  "Skill Remove Setback"
specialization . collection.talent1.attributes.Perception.value     6  1
specialization . collection.talent1.attributes.Piloting:_Planetary.mod     6  "Piloting: Planetary"
specialization . collection.talent1.attributes.Piloting:_Planetary.modtype     6  "Skill Remove Setback"
specialization . collection.talent1.attributes.Piloting:_Planetary.value     6  1
specialization . collection.talent1.attributes.Piloting:_Space.mod     6  "Piloting: Space"
specialization . collection.talent1.attributes.Piloting:_Space.modtype     6  "Skill Remove Setback"
specialization . collection.talent1.attributes.Piloting:_Space.value     6  1
specialization . collection.talent0.attributes.attr<id>.modtype     6  "Career Skill"
specialization . collection.talent0.attributes.attr<id>.value      6  true
specialization . collection.talent0.attributes.attr<id>.mod        6  "Astrogation"
specialization . collection.talent1.attributes.attr<id>.key        6  "attr1766844284216"
specialization . collection.talent4.attributes.attr<id>.key        6  "attr1766844228449"
specialization . collection.talent10.attributes.attr<id>.key       6  "attr1766845242496"
specialization . collection.talent12.attributes.attr<id>.key       6  "attr1766844266478"
specialization . collection.talent5.attributes.attr<id>.value      5  1
specialization . collection.talent5.attributes.attr<id>.modtype     5  "Stat"
specialization . collection.talent5.attributes.attr<id>.mod        5  "Soak"
specialization . collection.talent6.attributes.Athletics.mod       4  "Athletics"
specialization . collection.talent6.attributes.Athletics.modtype     4  "Skill Remove Setback"
specialization . collection.talent6.attributes.Athletics.value     4  1
specialization . collection.talent8.attributes.Athletics.mod       4  "Athletics"
specialization . collection.talent8.attributes.Athletics.modtype     4  "Skill Boost"
specialization . collection.talent8.attributes.Athletics.value     4  1
specialization . collection.talent7.attributes.Mechanics.mod       4  "Mechanics"
specialization . collection.talent7.attributes.Mechanics.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Mechanics.value     4  1
specialization . collection.talent7.attributes.Piloting:_Planetary.mod     4  "Piloting: Planetary"
specialization . collection.talent7.attributes.Piloting:_Planetary.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Piloting:_Planetary.value     4  1
specialization . collection.talent7.attributes.Piloting:_Space.mod     4  "Piloting: Space"
specialization . collection.talent7.attributes.Piloting:_Space.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Piloting:_Space.value     4  1
specialization . collection.talent1.attributes.Stealth.mod         4  "Stealth"
specialization . collection.talent1.attributes.Stealth.modtype     4  "Skill Boost"
specialization . collection.talent1.attributes.Stealth.value       4  1
specialization . collection.talent10.attributes.Coordination.mod     4  "Coordination"
specialization . collection.talent10.attributes.Coordination.modtype     4  "Skill Boost"
specialization . collection.talent10.attributes.Coordination.value     4  1
specialization . collection.talent10.attributes.Stealth.mod        4  "Stealth"
specialization . collection.talent10.attributes.Stealth.modtype     4  "Skill Boost"
specialization . collection.talent10.attributes.Stealth.value      4  1
specialization . collection.talent3.attributes.Perception.mod      4  "Perception"
specialization . collection.talent3.attributes.Perception.modtype     4  "Skill Boost"
specialization . collection.talent3.attributes.Perception.value     4  1
specialization . collection.talent10.attributes.Perception.mod     4  "Perception"
specialization . collection.talent10.attributes.Perception.modtype     4  "Skill Boost"
specialization . collection.talent10.attributes.Perception.value     4  1
specialization . collection.talent7.attributes.Knowledge: Core Worlds.mod     4  "Knowledge: Core Worlds"
specialization . collection.talent7.attributes.Knowledge: Core Worlds.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Core Worlds.value     4  1
specialization . collection.talent7.attributes.Knowledge: Education.mod     4  "Knowledge: Education"
specialization . collection.talent7.attributes.Knowledge: Education.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Education.value     4  1
specialization . collection.talent7.attributes.Knowledge: Lore.mod     4  "Knowledge: Lore"
specialization . collection.talent7.attributes.Knowledge: Lore.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Lore.value     4  1
specialization . collection.talent7.attributes.Knowledge: Outer Rim.mod     4  "Knowledge: Outer Rim"
specialization . collection.talent7.attributes.Knowledge: Outer Rim.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Outer Rim.value     4  1
specialization . collection.talent7.attributes.Knowledge: Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent7.attributes.Knowledge: Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Underworld.value     4  1
specialization . collection.talent7.attributes.Knowledge: Warfare.mod     4  "Knowledge: Warfare"
specialization . collection.talent7.attributes.Knowledge: Warfare.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Warfare.value     4  1
specialization . collection.talent7.attributes.Knowledge: Xenology.mod     4  "Knowledge: Xenology"
specialization . collection.talent7.attributes.Knowledge: Xenology.modtype     4  "Skill Remove Setback"
specialization . collection.talent7.attributes.Knowledge: Xenology.value     4  1
specialization . collection.talent6.attributes.Coercion.mod        4  "Coercion"
specialization . collection.talent6.attributes.Coercion.modtype     4  "Skill Add Advantage"
specialization . collection.talent6.attributes.Coercion.value      4  1
specialization . collection.talent10.attributes.Streetwise.mod     4  "Streetwise"
specialization . collection.talent10.attributes.Streetwise.modtype     4  "Skill Remove Setback"
specialization . collection.talent10.attributes.Streetwise.value     4  1
specialization . collection.talent10.attributes.Knowledge:_Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent10.attributes.Knowledge:_Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent10.attributes.Knowledge:_Underworld.value     4  1
specialization . collection.talent12.attributes.Coercion.mod       4  "Coercion"
specialization . collection.talent12.attributes.Coercion.modtype     4  "Skill Add Advantage"
specialization . collection.talent12.attributes.Coercion.value     4  1
specialization . collection.talent2.attributes.Perception.mod      4  "Perception"
specialization . collection.talent2.attributes.Perception.modtype     4  "Skill Boost"
specialization . collection.talent2.attributes.Perception.value     4  1
specialization . collection.talent2.attributes.Mechanics.mod       4  "Mechanics"
specialization . collection.talent2.attributes.Mechanics.modtype     4  "Skill Remove Setback"
specialization . collection.talent2.attributes.Mechanics.value     4  1
specialization . collection.talent3.attributes.Astrogation.mod     4  "Astrogation"
specialization . collection.talent3.attributes.Astrogation.modtype     4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Astrogation.value     4  1
specialization . collection.talent5.attributes.Cool.mod            4  "Cool"
specialization . collection.talent5.attributes.Cool.modtype        4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Cool.value          4  1
specialization . collection.talent2.attributes.Charm.mod           4  "Charm"
specialization . collection.talent2.attributes.Charm.modtype       4  "Skill Remove Setback"
specialization . collection.talent2.attributes.Charm.value         4  1
specialization . collection.talent4.attributes.Charm.mod           4  "Charm"
specialization . collection.talent4.attributes.Charm.modtype       4  "Skill Remove Setback"
specialization . collection.talent4.attributes.Charm.value         4  1
specialization . collection.talent3.attributes.Athletics.mod       4  "Athletics"
specialization . collection.talent3.attributes.Athletics.modtype     4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Athletics.value     4  1
specialization . collection.talent3.attributes.Coordination.mod     4  "Coordination"
specialization . collection.talent3.attributes.Coordination.modtype     4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Coordination.value     4  1
specialization . collection.talent11.attributes.Deception.mod      4  "Deception"
specialization . collection.talent11.attributes.Deception.modtype     4  "Skill Remove Setback"
specialization . collection.talent11.attributes.Deception.value     4  1
specialization . collection.talent15.attributes.Athletics.mod      4  "Athletics"
specialization . collection.talent15.attributes.Athletics.modtype     4  "Skill Remove Setback"
specialization . collection.talent15.attributes.Athletics.value     4  1
specialization . collection.talent15.attributes.Coordination.mod     4  "Coordination"
specialization . collection.talent15.attributes.Coordination.modtype     4  "Skill Remove Setback"
specialization . collection.talent15.attributes.Coordination.value     4  1
specialization . collection.talent3.attributes.Cool.mod            4  "Cool"
specialization . collection.talent3.attributes.Cool.modtype        4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Cool.value          4  1
specialization . collection.talent3.attributes.Skulduggery.mod     4  "Skulduggery"
specialization . collection.talent3.attributes.Skulduggery.modtype     4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Skulduggery.value     4  1
specialization . collection.talent13.attributes.Cool.mod           4  "Cool"
specialization . collection.talent13.attributes.Cool.modtype       4  "Skill Remove Setback"
specialization . collection.talent13.attributes.Cool.value         4  1
specialization . collection.talent5.attributes.Knowledge: Core Worlds.mod     4  "Knowledge: Core Worlds"
specialization . collection.talent5.attributes.Knowledge: Core Worlds.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Core Worlds.value     4  1
specialization . collection.talent5.attributes.Knowledge: Education.mod     4  "Knowledge: Education"
specialization . collection.talent5.attributes.Knowledge: Education.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Education.value     4  1
specialization . collection.talent5.attributes.Knowledge: Lore.mod     4  "Knowledge: Lore"
specialization . collection.talent5.attributes.Knowledge: Lore.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Lore.value     4  1
specialization . collection.talent5.attributes.Knowledge: Outer Rim.mod     4  "Knowledge: Outer Rim"
specialization . collection.talent5.attributes.Knowledge: Outer Rim.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Outer Rim.value     4  1
specialization . collection.talent5.attributes.Knowledge: Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent5.attributes.Knowledge: Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Underworld.value     4  1
specialization . collection.talent5.attributes.Knowledge: Warfare.mod     4  "Knowledge: Warfare"
specialization . collection.talent5.attributes.Knowledge: Warfare.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Warfare.value     4  1
specialization . collection.talent5.attributes.Knowledge: Xenology.mod     4  "Knowledge: Xenology"
specialization . collection.talent5.attributes.Knowledge: Xenology.modtype     4  "Skill Remove Setback"
specialization . collection.talent5.attributes.Knowledge: Xenology.value     4  1
specialization . collection.talent9.attributes.Perception.mod      4  "Perception"
specialization . collection.talent9.attributes.Perception.modtype     4  "Skill Remove Setback"
specialization . collection.talent9.attributes.Perception.value     4  1
specialization . collection.talent6.attributes.Streetwise.mod      4  "Streetwise"
specialization . collection.talent6.attributes.Streetwise.modtype     4  "Skill Remove Setback"
specialization . collection.talent6.attributes.Streetwise.value     4  1
specialization . collection.talent6.attributes.Knowledge:_Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent6.attributes.Knowledge:_Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent6.attributes.Knowledge:_Underworld.value     4  1
specialization . collection.talent4.attributes.Brawl.mod           4  "Brawl"
specialization . collection.talent4.attributes.Brawl.modtype       4  "Skill Boost"
specialization . collection.talent4.attributes.Brawl.value         4  1
specialization . collection.talent4.attributes.Discipline.mod      4  "Discipline"
specialization . collection.talent4.attributes.Discipline.modtype     4  "Skill Boost"
specialization . collection.talent4.attributes.Discipline.value     4  1
specialization . collection.talent2.attributes.Resilience.mod      4  "Resilience"
specialization . collection.talent2.attributes.Resilience.modtype     4  "Skill Boost"
specialization . collection.talent2.attributes.Resilience.value     4  1
specialization . collection.talent3.attributes.Streetwise.key      4  "Streetwise"
specialization . collection.talent3.attributes.Knowledge:_Underworld.key     4  "Knowledge:_Underworld"
specialization . collection.talent15.attributes.Mechanics.mod      4  "Mechanics"
specialization . collection.talent15.attributes.Mechanics.modtype     4  "Skill Remove Setback"
specialization . collection.talent15.attributes.Mechanics.value     4  1
specialization . collection.talent2.attributes.Vigilance.mod       4  "Vigilance"
specialization . collection.talent2.attributes.Vigilance.modtype     4  "Skill Boost"
specialization . collection.talent2.attributes.Vigilance.value     4  1
specialization . collection.talent7.attributes.Charm.mod           4  "Charm"
specialization . collection.talent7.attributes.Charm.modtype       4  "Skill Boost"
specialization . collection.talent7.attributes.Charm.value         4  1
specialization . collection.talent2.attributes.Stealth.mod         4  "Stealth"
specialization . collection.talent2.attributes.Stealth.modtype     4  "Skill Boost"
specialization . collection.talent2.attributes.Stealth.value       4  1
specialization . collection.talent0.attributes.Stealth.mod         4  "Stealth"
specialization . collection.talent0.attributes.Stealth.modtype     4  "Skill Boost"
specialization . collection.talent0.attributes.Stealth.value       4  1
forcepower . collection.upgrade4.attributes.Mechanics.mod          4  "Mechanics"
forcepower . collection.upgrade4.attributes.Mechanics.modtype      4  "Force Boost"
forcepower . collection.upgrade4.attributes.Mechanics.value        4  true
specialization . collection.talent9.attributes.Charm.mod           4  "Charm"
specialization . collection.talent9.attributes.Charm.modtype       4  "Skill Boost"
specialization . collection.talent9.attributes.Charm.value         4  1
specialization . collection.talent10.attributes.Leadership.mod     4  "Leadership"
specialization . collection.talent10.attributes.Leadership.modtype     4  "Force Boost"
specialization . collection.talent10.attributes.Leadership.value     4  true
specialization . collection.talent3.attributes.Charm.mod           4  "Charm"
specialization . collection.talent3.attributes.Charm.modtype       4  "Skill Remove Setback"
specialization . collection.talent3.attributes.Charm.value         4  1
specialization . collection.talent11.attributes.Knowledge:_Lore.mod     4  "Knowledge: Lore"
specialization . collection.talent11.attributes.Knowledge:_Lore.modtype     4  "Skill Rank"
specialization . collection.talent11.attributes.Knowledge:_Lore.value     4  0
specialization . collection.talent15.attributes.Leadership.mod     4  "Leadership"
specialization . collection.talent15.attributes.Leadership.modtype     4  "Skill Boost"
specialization . collection.talent15.attributes.Leadership.value     4  1
specialization . collection.talent15.attributes.Cool.mod           4  "Cool"
specialization . collection.talent15.attributes.Cool.modtype       4  "Skill Remove Setback"
specialization . collection.talent15.attributes.Cool.value         4  1
specialization . collection.talent1.attributes.Streetwise.key      4  "Streetwise"
specialization . collection.talent1.attributes.Knowledge:_Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent1.attributes.Knowledge:_Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent1.attributes.Knowledge:_Underworld.value     4  1
specialization . collection.talent1.attributes.Knowledge:_Underworld.key     4  "Knowledge:_Underworld"
specialization . collection.talent4.attributes.Piloting:_Planetary.mod     4  "Piloting: Planetary"
specialization . collection.talent4.attributes.Piloting:_Planetary.modtype     4  "Skill Remove Setback"
specialization . collection.talent4.attributes.Piloting:_Planetary.value     4  1
specialization . collection.talent4.attributes.Piloting:_Space.mod     4  "Piloting: Space"
specialization . collection.talent4.attributes.Piloting:_Space.modtype     4  "Skill Remove Setback"
specialization . collection.talent4.attributes.Piloting:_Space.value     4  1
specialization . collection.talent0.attributes.Streetwise.mod      4  "Streetwise"
specialization . collection.talent0.attributes.Streetwise.modtype     4  "Skill Remove Setback"
specialization . collection.talent0.attributes.Streetwise.value     4  1
specialization . collection.talent0.attributes.Streetwise.key      4  "Streetwise"
specialization . collection.talent0.attributes.Knowledge:_Underworld.mod     4  "Knowledge: Underworld"
specialization . collection.talent0.attributes.Knowledge:_Underworld.modtype     4  "Skill Remove Setback"
specialization . collection.talent0.attributes.Knowledge:_Underworld.value     4  1
specialization . collection.talent0.attributes.Knowledge:_Underworld.key     4  "Knowledge:_Underworld"
specialization . collection.talent14.attributes.Streetwise.mod     4  "Streetwise"
specialization . collection.talent14.attributes.Streetwise.modtype     4  "Skill Remove Setback"
specialization . collection.talent14.attributes.Streetwise.value     4  1
specialization . collection.talent6.attributes.Stealth.mod         4  "Stealth"
specialization . collection.talent6.attributes.Stealth.modtype     4  "Skill Boost"
specialization . collection.talent6.attributes.Stealth.value       4  1
specialization . collection.talent8.attributes.Piloting:_Planetary.mod     4  "Piloting: Planetary"
specialization . collection.talent8.attributes.Piloting:_Planetary.modtype     4  "Skill Remove Setback"
specialization . collection.talent8.attributes.Piloting:_Planetary.value     4  1
specialization . collection.talent8.attributes.Piloting:_Space.mod     4  "Piloting: Space"
specialization . collection.talent8.attributes.Piloting:_Space.modtype     4  "Skill Remove Setback"
specialization . collection.talent8.attributes.Piloting:_Space.value     4  1
specialization . collection.talent0.attributes.Charm.mod           4  "Charm"
specialization . collection.talent0.attributes.Charm.modtype       4  "Skill Boost"
specialization . collection.talent0.attributes.Charm.value         4  1
specialization . collection.talent1.attributes.Negotiation.mod     4  "Negotiation"
specialization . collection.talent1.attributes.Negotiation.modtype     4  "Skill Remove Setback"
specialization . collection.talent1.attributes.Negotiation.value     4  1
specialization . collection.talent2.attributes.Coercion.mod        4  "Coercion"
specialization . collection.talent2.attributes.Coercion.modtype     4  "Skill Remove Setback"
specialization . collection.talent2.attributes.Coercion.value      4  1
specialization . collection.talent2.attributes.Deception.mod       4  "Deception"
